Year,Month,Day,Temperature_2m,Dew_Point_Temperature_2m,Max_Temperature_2m,Min_Temperature_2m,Surface_Temperature,Wind_Speed_10m,Wind_Direction_10m,Wind_Speed_50m,Wind_Direction_50m,Surface_Pressure,Corrected_Precipitation,Relative_Humidity_2m
2001,5,11,15.25,8.89,20.27,12.44,16.1,6.8,305.44,8.7,305.12,96.39,7.7,67.44
2001,5,12,18.33,8.44,26.23,10.31,20.12,4.01,253.06,5.8,252.88,96.69,0.18,58.56
2001,5,13,19.41,7.47,27.37,11.48,21.3,3.71,213.94,5.52,227.19,96.77,0.0,51.19
2001,5,14,19.9,8.52,28.18,12.96,21.31,3.35,176.31,4.59,178.56,96.85,0.0,51.19
2001,5,15,22.33,8.36,31.8,13.16,23.25,3.37,203.5,4.85,205.0,96.83,0.0,46.69
2001,5,16,26.0,5.76,35.67,18.25,25.69,4.25,199.56,5.91,199.44,96.9,0.0,31.38
2001,5,17,25.79,5.23,35.58,16.61,25.25,4.68,201.62,7.06,201.5,96.71,0.0,32.12
2001,5,18,28.6,5.19,36.98,22.01,27.39,4.8,206.5,7.06,206.5,96.42,0.0,25.0
2001,5,19,26.55,11.8,34.86,19.77,27.09,3.85,78.81,5.19,81.94,96.21,0.03,44.69
2001,5,20,25.76,13.27,30.89,22.01,25.26,2.27,218.62,3.77,219.62,96.4,1.17,47.81
2001,5,21,24.94,10.96,33.8,17.46,26.44,4.08,96.62,5.58,99.0,96.3,0.12,50.31
2001,5,22,23.96,10.46,32.78,15.46,26.51,3.71,224.38,4.92,226.94,96.6,0.12,48.5
2001,5,23,22.25,12.78,28.3,16.28,24.03,2.62,109.69,3.46,110.0,97.0,1.1,57.06
2001,5,24,22.19,11.75,27.55,16.07,24.27,3.74,37.38,5.16,35.44,97.01,0.81,54.12
2001,5,25,20.3,11.3,25.36,15.09,21.32,2.72,226.44,3.85,226.31,96.95,3.33,58.56
2001,5,26,20.98,10.27,27.89,13.34,23.3,3.26,176.12,4.53,189.31,96.95,0.25,55.44
2001,5,27,21.18,11.17,26.3,15.65,22.93,2.64,82.12,3.7,109.44,97.4,0.42,55.25
2001,5,28,22.33,9.94,29.59,14.49,24.91,2.93,116.06,4.14,115.12,97.69,0.0,50.25
2001,5,29,23.66,9.76,30.87,17.1,26.52,2.12,195.5,2.93,202.0,97.41,0.0,45.62
2001,5,30,23.62,9.19,31.09,17.13,26.04,3.06,164.62,3.99,166.38,97.06,0.0,44.31
2001,5,31,23.79,7.62,32.03,16.4,25.88,2.55,161.69,3.23,163.06,96.74,0.0,40.94
2001,6,1,25.8,7.52,34.58,16.58,27.32,3.85,122.25,5.35,106.12,96.69,0.0,36.0
2001,6,2,26.19,8.48,35.33,17.54,29.09,2.95,200.69,4.34,207.31,96.85,0.33,35.56
2001,6,3,28.26,9.18,37.91,19.03,29.53,3.35,209.12,4.45,211.69,96.86,0.07,34.5
2001,6,4,26.56,9.43,35.55,18.42,29.3,3.94,130.38,5.02,126.25,97.35,0.01,39.25
2001,6,5,25.76,10.44,34.8,18.11,28.52,3.16,137.06,3.61,138.06,97.42,0.0,43.06
2001,6,6,29.23,7.73,40.07,18.19,30.57,4.03,251.12,5.45,254.19,96.84,0.45,31.81
2001,6,7,26.61,10.27,35.1,19.36,28.95,5.33,206.81,6.77,234.19,96.82,0.0,39.44
2001,6,8,25.65,8.15,36.73,16.9,28.87,3.05,145.19,3.69,151.94,96.89,0.0,37.56
2001,6,9,27.31,8.5,37.55,17.49,29.26,4.23,197.69,5.84,200.25,96.76,0.61,35.94
2001,6,10,28.55,8.23,38.36,19.75,30.3,4.09,183.19,5.55,184.69,96.59,0.0,33.62
2001,6,11,26.37,10.09,35.05,17.36,28.17,5.27,66.5,6.55,66.88,96.68,0.0,40.75
2001,6,12,24.2,9.44,32.05,17.87,25.91,5.58,68.75,7.17,69.0,96.72,0.0,45.12
2001,6,13,24.01,9.75,31.77,16.78,26.14,7.08,23.06,8.62,22.69,96.54,0.03,43.88
2001,6,14,24.0,6.87,32.68,14.87,26.44,5.38,133.19,7.02,132.19,96.88,0.0,40.19
2001,6,15,25.23,4.76,34.02,16.77,27.85,3.14,159.56,3.88,161.25,97.04,0.0,31.69
2001,6,16,28.18,8.44,38.66,18.44,30.05,4.98,223.31,6.81,209.88,96.8,0.0,33.38
2001,6,17,28.48,11.78,36.31,22.01,31.2,4.16,86.69,5.27,88.0,96.86,0.01,38.56
2001,6,18,25.04,8.37,32.87,18.1,28.45,3.81,80.5,4.7,68.81,96.98,0.0,37.69
2001,6,19,22.46,5.93,30.14,14.77,25.63,4.69,269.12,6.15,267.5,97.03,0.0,38.94
2001,6,20,23.07,6.16,31.03,15.62,26.3,3.34,136.19,4.38,148.06,96.92,0.0,39.81
2001,6,21,24.6,8.3,34.39,16.04,27.7,2.2,175.25,2.96,179.5,96.85,0.0,41.38
2001,6,22,25.58,8.18,35.69,16.26,29.33,1.83,131.94,2.45,143.19,96.89,0.0,43.56
2001,6,23,28.5,5.27,38.77,18.81,31.5,1.51,200.62,2.39,202.94,96.81,0.0,30.62
2001,6,24,30.14,3.9,39.17,20.59,31.89,3.16,157.88,4.26,154.94,96.98,0.0,23.5
2001,6,25,30.68,4.98,39.4,21.86,32.86,2.73,140.0,3.87,136.25,97.12,0.0,23.0
2001,6,26,30.49,8.18,40.08,22.53,33.3,2.73,147.94,3.23,150.69,97.03,0.0,29.62
2001,6,27,29.4,8.4,38.78,21.59,31.76,3.94,169.88,4.82,172.56,96.76,0.0,31.0
2001,6,28,28.35,9.71,35.93,20.05,30.93,3.85,64.25,4.94,65.19,96.85,0.0,36.25
2001,6,29,26.49,10.91,33.12,19.63,29.59,4.76,75.31,5.78,74.69,97.09,0.0,40.94
2001,6,30,26.44,9.69,34.08,18.55,29.58,4.02,68.19,5.3,51.25,97.21,0.0,39.12
2001,7,1,27.06,10.38,35.19,18.3,30.4,2.79,50.94,3.84,47.62,97.29,0.0,39.88
2001,7,2,28.48,8.25,37.01,20.17,31.26,3.8,226.62,5.2,240.25,97.13,0.0,32.94
2001,7,3,27.32,9.77,36.58,18.88,31.13,3.34,102.88,4.13,97.81,96.89,0.0,39.5
2001,7,4,27.95,12.58,37.19,19.9,30.73,4.35,162.38,5.14,164.94,96.56,0.21,45.81
2001,7,5,30.64,10.23,41.6,20.7,32.69,2.85,182.0,3.86,184.69,96.45,0.0,37.44
2001,7,6,33.02,9.69,43.22,22.99,34.49,3.54,172.88,4.86,174.38,96.69,0.0,29.69
2001,7,7,32.52,10.69,40.85,25.96,33.75,3.7,135.94,4.81,138.31,96.82,0.0,29.25
2001,7,8,29.76,13.89,37.02,23.05,32.1,3.95,82.88,4.98,84.38,96.94,0.0,42.0
2001,7,9,30.72,10.55,40.91,22.05,32.83,4.42,122.0,5.73,124.31,96.85,0.0,33.75
2001,7,10,31.73,9.69,41.62,21.83,33.01,4.28,174.06,5.95,174.19,96.72,0.0,33.38
2001,7,11,30.1,11.17,40.36,22.01,33.07,4.96,113.06,6.27,125.31,96.96,0.0,36.25
2001,7,12,28.44,9.47,36.98,19.55,31.55,4.2,111.88,5.51,110.25,97.04,0.0,35.88
2001,7,13,31.03,10.69,40.45,21.83,33.78,1.99,176.19,2.77,179.25,96.77,0.0,33.75
2001,7,14,33.31,9.92,43.12,23.76,35.74,2.6,221.38,3.59,224.0,96.4,0.0,30.0
2001,7,15,33.51,9.95,43.35,23.87,35.15,3.91,147.88,5.12,149.56,96.48,0.0,30.69
2001,7,16,32.2,12.3,42.01,24.37,34.24,5.24,137.81,7.09,139.62,96.52,0.0,35.94
2001,7,17,28.72,12.79,36.61,22.09,32.3,4.94,105.75,5.62,118.81,96.7,0.0,41.31
2001,7,18,29.9,10.11,39.65,20.55,32.24,4.14,200.19,5.45,202.62,96.53,0.0,35.75
2001,7,19,32.04,8.9,43.09,23.98,33.55,4.82,195.0,5.9,196.56,96.21,0.0,29.12
2001,7,20,26.23,8.19,34.08,18.73,29.39,5.55,127.06,6.88,125.06,96.9,0.05,35.62
2001,7,21,25.93,9.6,35.12,18.15,29.66,3.48,56.19,4.4,67.56,97.17,0.0,42.19
2001,7,22,28.47,13.08,39.48,18.48,31.62,2.6,157.94,3.25,163.06,96.9,0.0,45.88
2001,7,23,30.34,11.86,40.98,21.2,33.71,2.56,109.0,2.96,108.75,96.69,0.01,40.75
2001,7,24,32.12,11.44,43.55,21.32,34.0,4.18,234.0,5.53,236.56,96.4,0.07,36.0
2001,7,25,31.62,13.98,40.21,23.36,33.23,4.04,263.56,5.63,260.56,96.43,4.89,38.31
2001,7,26,28.86,11.08,36.48,21.61,31.47,2.91,116.56,4.05,114.56,96.74,0.0,38.88
2001,7,27,29.4,11.52,39.2,20.87,32.86,2.1,105.5,2.67,113.88,96.86,0.0,38.62
2001,7,28,31.48,12.07,41.54,22.19,33.75,3.17,207.06,4.38,212.38,96.85,0.02,36.06
2001,7,29,33.04,11.81,42.49,24.32,35.81,2.66,166.06,3.35,161.5,96.9,0.0,32.94
2001,7,30,31.76,12.61,39.76,24.42,34.42,2.84,90.69,3.45,89.0,97.17,0.0,34.31
2001,7,31,31.54,8.44,40.3,23.35,33.66,4.21,97.31,5.61,155.44,97.15,0.0,26.75
2001,8,1,29.51,10.86,37.69,21.9,32.16,4.13,89.19,5.34,87.12,97.09,0.0,34.94
2001,8,2,29.34,8.83,37.23,22.32,32.01,2.62,141.31,3.4,143.31,96.93,0.0,31.12
2001,8,3,29.03,11.4,37.52,20.9,31.73,3.65,171.44,4.66,172.44,96.92,0.0,39.25
2001,8,4,29.77,9.37,38.13,22.68,32.13,2.77,165.12,3.49,164.69,97.04,0.0,33.19
2001,8,5,33.48,9.09,42.83,24.35,36.3,2.28,193.31,3.28,197.12,96.99,0.0,25.06
2001,8,6,30.53,13.08,37.51,24.07,33.94,4.62,44.12,5.55,26.94,97.12,0.03,37.12
2001,8,7,27.79,10.9,35.18,20.59,30.8,4.89,119.56,6.12,133.31,97.06,0.0,38.44
2001,8,8,29.6,10.48,38.84,20.44,33.22,2.65,186.62,3.39,194.56,96.91,0.01,36.81
2001,8,9,30.27,11.77,40.05,21.99,33.69,2.55,150.56,3.12,152.06,96.92,0.01,38.62
2001,8,10,33.58,10.84,43.05,24.56,35.97,2.99,196.56,4.53,195.94,96.91,0.0,29.56
2001,8,11,30.49,12.15,38.37,23.19,33.31,3.57,99.31,4.67,143.31,97.17,0.0,36.19
2001,8,12,28.57,6.37,37.76,20.39,30.82,3.62,186.88,4.7,199.5,97.06,0.0,30.44
2001,8,13,28.12,9.48,37.76,19.27,31.91,2.04,116.75,2.84,134.44,96.85,0.0,35.44
2001,8,14,26.83,14.44,32.85,20.73,30.11,2.86,153.75,3.34,156.44,96.97,0.0,49.25
2001,8,15,26.89,12.03,34.48,20.01,29.97,3.37,78.69,4.13,76.12,97.12,0.0,47.62
2001,8,16,26.48,13.19,34.85,19.33,29.72,3.09,139.5,3.48,138.88,97.06,0.0,50.31
2001,8,17,27.38,16.13,35.26,19.84,30.54,2.8,159.0,3.52,159.88,96.94,0.58,55.06
2001,8,18,29.95,14.2,37.8,22.64,32.72,3.16,149.75,4.41,152.56,96.8,0.05,42.12
2001,8,19,32.58,8.76,41.3,24.72,33.12,3.84,231.25,5.3,231.94,96.54,0.0,26.5
2001,8,20,34.38,7.62,42.95,27.44,34.71,3.89,212.56,5.68,223.5,96.49,0.05,22.31
2001,8,21,29.59,14.85,36.01,23.68,31.94,4.72,31.75,5.93,30.38,96.74,0.0,44.5
2001,8,22,28.4,9.77,35.93,21.26,30.83,4.85,219.81,6.33,233.75,96.88,0.0,35.44
2001,8,23,26.9,11.66,34.86,18.43,30.66,2.83,152.44,3.98,146.5,96.92,0.0,46.12
2001,8,24,27.5,13.49,34.73,21.26,30.99,3.1,135.94,3.84,149.81,96.92,0.14,47.69
2001,8,25,27.3,15.4,33.67,20.23,31.01,2.7,141.88,3.34,145.62,96.96,0.25,52.06
2001,8,26,27.77,15.79,33.69,22.14,31.19,3.64,127.06,4.13,127.31,96.99,0.08,51.38
2001,8,27,28.43,16.62,37.37,21.19,31.92,3.24,146.06,3.75,149.38,96.84,0.06,54.38
2001,8,28,29.44,15.24,37.48,22.63,32.64,2.56,108.38,3.09,118.81,96.69,0.02,48.44
2001,8,29,29.97,10.51,38.59,22.12,32.66,1.66,182.12,2.26,185.12,96.66,0.0,36.38
2001,8,30,31.03,9.44,39.41,24.18,33.33,2.22,224.0,3.02,227.62,96.58,0.14,28.88
2001,8,31,29.8,13.5,37.14,22.68,31.84,3.33,139.0,4.27,139.56,96.68,0.97,41.25
2001,9,1,29.83,15.01,36.48,23.36,31.52,3.0,139.5,4.17,141.25,96.68,0.05,45.12
2001,9,2,26.91,17.29,34.33,21.3,29.4,4.88,50.5,5.67,51.0,96.67,1.49,59.56
2001,9,3,25.45,16.0,32.45,19.79,28.11,3.41,80.69,3.95,78.81,96.88,2.13,59.12
2001,9,4,28.56,13.88,37.62,20.15,30.3,2.06,223.56,2.83,228.38,96.85,0.19,45.44
2001,9,5,28.73,13.3,35.95,23.39,30.49,4.02,262.88,5.62,260.81,96.73,0.12,40.25
2001,9,6,26.3,15.9,34.05,20.39,28.3,2.29,185.25,3.06,188.69,96.75,2.68,55.25
2001,9,7,23.44,16.39,26.75,20.12,23.68,3.95,241.06,5.2,241.56,96.79,7.25,65.94
2001,9,8,22.75,12.69,29.86,16.16,24.78,4.13,273.44,5.84,272.69,97.02,0.01,57.69
2001,9,9,25.76,12.29,34.41,16.93,27.23,3.59,264.62,5.05,266.56,96.8,0.0,48.69
2001,9,10,27.33,12.31,35.62,21.3,29.13,2.33,177.88,3.57,180.5,96.54,0.03,42.5
2001,9,11,24.27,12.3,32.19,18.42,26.83,2.87,118.5,4.15,115.88,96.85,0.0,51.31
2001,9,12,23.23,10.55,30.35,16.68,25.44,2.37,153.75,2.98,157.06,97.12,0.18,46.62
2001,9,13,24.74,13.91,31.37,18.1,27.26,2.02,151.81,2.8,160.75,97.13,0.34,54.88
2001,9,14,25.91,13.89,33.51,19.05,27.41,3.89,220.75,5.62,222.69,96.64,0.83,52.88
2001,9,15,26.48,12.94,33.17,20.54,28.29,2.77,215.5,4.48,217.75,96.69,2.13,45.5
2001,9,16,24.87,15.01,32.8,18.5,27.15,2.36,130.56,3.28,135.5,96.78,1.16,57.31
2001,9,17,22.33,13.83,27.74,17.89,24.9,2.99,83.25,3.72,84.0,96.45,0.69,59.75
2001,9,18,22.42,15.08,28.17,17.7,24.1,3.42,116.56,4.33,117.56,96.59,2.4,65.44
2001,9,19,22.57,15.77,28.12,18.15,24.73,4.24,92.69,5.12,93.31,96.89,1.79,68.12
2001,9,20,24.17,18.36,30.94,19.15,26.1,3.54,93.5,4.31,94.75,96.82,2.6,72.88
2001,9,21,24.57,18.04,31.44,19.47,26.07,3.41,36.25,4.48,35.19,96.65,1.86,71.19
2001,9,22,25.0,17.98,32.67,19.28,26.41,3.05,118.94,4.13,120.69,96.5,1.32,69.69
2001,9,23,26.87,13.5,36.08,19.71,27.08,3.98,218.75,5.91,219.19,96.23,0.02,54.06
2001,9,24,24.62,15.5,31.74,18.76,26.36,4.4,100.25,5.85,100.75,96.7,0.04,60.62
2001,9,25,23.14,15.76,28.71,17.97,24.84,2.66,73.5,4.02,74.25,97.15,2.13,65.75
2001,9,26,22.34,16.12,27.01,17.92,23.19,3.08,70.38,4.52,71.0,97.28,0.46,69.75
2001,9,27,20.19,16.01,24.15,16.97,20.96,2.56,93.81,3.71,95.12,97.15,0.97,77.69
2001,9,28,22.83,15.72,30.15,16.84,24.45,2.17,100.94,3.05,103.31,96.95,0.7,67.75
2001,9,29,23.17,19.33,28.28,19.31,24.19,2.55,128.25,3.68,129.56,96.88,6.49,81.06
2001,9,30,22.8,19.99,27.71,20.05,23.63,3.22,67.31,4.59,67.88,96.95,11.06,85.56
2001,10,1,21.9,17.68,26.38,18.08,22.89,4.32,56.25,5.9,56.38,97.31,4.11,78.88
2001,10,2,21.99,16.73,28.58,16.27,23.44,2.65,94.81,3.88,96.06,97.44,0.18,74.69
2001,10,3,23.62,16.3,31.3,19.04,24.56,1.27,152.38,1.91,161.0,97.22,0.01,68.62
2001,10,4,25.51,14.03,34.23,18.81,26.29,2.12,205.5,3.23,217.44,96.97,0.06,54.69
2001,10,5,26.56,12.48,34.61,20.26,26.42,4.75,267.06,7.25,267.38,96.95,0.02,45.75
2001,10,6,27.23,10.28,36.79,20.56,26.59,3.77,210.81,5.88,212.06,96.85,0.0,38.31
2001,10,7,26.39,13.56,35.24,20.15,26.73,2.64,150.81,3.74,153.06,96.85,0.21,49.56
2001,10,8,22.32,16.31,25.98,18.94,22.85,2.34,132.12,3.32,133.75,97.09,0.38,70.12
2001,10,9,23.58,15.68,31.23,17.74,24.17,2.54,161.12,3.76,162.31,97.01,0.16,66.94
2001,10,10,24.24,16.15,32.12,18.35,24.58,3.7,84.06,5.04,84.94,97.32,0.11,65.88
2001,10,11,23.94,14.07,32.27,17.58,24.12,1.98,84.75,2.77,83.56,97.78,0.0,60.06
2001,10,12,23.02,13.98,31.28,17.06,23.97,3.41,37.75,5.2,36.62,97.63,0.0,63.19
2001,10,13,21.4,13.77,28.71,16.05,23.06,2.38,79.81,3.67,78.38,97.47,0.01,68.38
2001,10,14,21.62,12.87,28.66,17.19,22.81,1.88,159.88,2.58,157.81,97.29,0.08,64.06
2001,10,15,22.16,8.62,30.01,15.51,22.91,2.27,162.5,3.47,160.0,97.18,0.28,45.25
2001,10,16,20.49,16.22,24.21,16.8,20.97,1.94,108.12,3.0,110.12,97.44,4.82,77.69
2001,10,17,20.46,14.8,26.72,16.16,21.69,2.5,142.19,3.73,145.94,97.31,1.69,73.5
2001,10,18,22.3,12.9,30.11,15.89,22.62,1.88,196.62,2.75,200.38,96.98,0.01,61.06
2001,10,19,23.53,12.0,31.63,17.04,23.33,3.07,209.88,4.56,211.38,96.92,0.0,53.88
2001,10,20,23.53,8.01,31.94,17.92,23.05,4.05,229.06,6.3,229.62,96.91,0.0,40.0
2001,10,21,24.99,5.56,34.79,18.75,24.27,5.14,250.38,8.25,250.38,97.0,0.0,32.06
2001,10,22,23.43,10.25,33.6,17.19,23.21,4.08,194.12,6.25,195.62,97.22,0.0,54.44
2001,10,23,24.46,4.8,35.25,17.96,23.85,3.62,206.69,6.04,207.06,97.27,0.0,32.5
2001,10,24,21.8,12.8,29.23,15.83,22.73,3.45,142.88,5.31,141.5,97.64,0.06,60.44
2001,10,25,18.3,9.06,26.12,12.45,19.12,3.82,235.0,5.77,234.25,97.73,0.0,60.94
2001,10,26,18.51,8.79,27.19,10.9,18.83,3.56,275.69,5.49,276.81,97.44,0.0,58.56
2001,10,27,19.57,10.02,28.06,12.33,20.37,2.24,142.94,3.78,185.56,97.49,0.07,58.56
2001,10,28,20.8,6.41,27.97,14.48,20.69,1.82,258.81,2.85,258.44,97.61,0.31,41.56
2001,10,29,18.72,12.38,24.51,14.33,19.36,3.32,80.88,4.87,80.06,97.83,0.91,69.38
2001,10,30,17.86,10.53,24.52,12.9,18.76,2.04,81.38,2.99,80.75,97.93,0.0,66.44
2001,10,31,18.05,7.94,24.97,12.29,18.16,2.71,226.81,4.09,228.56,97.81,0.29,53.5
2001,11,1,19.51,8.44,26.94,13.87,19.87,3.44,231.5,5.61,231.19,97.37,0.46,51.44
2001,11,2,17.25,11.04,23.12,13.05,17.68,3.45,224.12,5.4,223.44,97.54,1.34,69.56
2001,11,3,16.65,10.76,22.81,12.58,17.19,4.68,204.88,7.03,234.25,97.53,0.26,72.31
2001,11,4,15.26,9.57,21.82,10.48,16.15,2.99,226.19,4.84,224.88,97.32,0.18,72.38
2001,11,5,15.66,7.57,24.48,9.18,16.07,3.23,281.44,5.45,281.94,97.28,0.0,64.69
2001,11,6,18.39,6.01,26.85,12.3,18.3,4.08,265.62,6.59,266.75,97.23,0.0,47.0
2001,11,7,17.31,10.54,24.55,12.26,17.76,3.29,245.31,4.97,260.0,97.22,4.14,68.19
2001,11,8,15.83,7.89,22.83,10.66,16.38,3.25,284.38,5.45,284.69,96.86,0.06,63.81
2001,11,9,16.4,3.29,24.05,11.17,16.36,4.46,248.88,7.4,249.06,95.85,0.25,45.19
2001,11,10,18.73,6.23,26.37,12.26,18.55,7.17,188.62,10.12,189.12,95.4,0.91,51.06
2001,11,11,14.22,2.05,19.01,8.36,14.19,8.24,230.81,11.2,231.06,96.15,0.0,46.94
2001,11,12,12.4,1.43,20.0,7.9,12.52,3.65,253.75,5.53,254.12,96.4,1.68,50.06
2001,11,13,12.19,4.05,19.53,6.62,12.39,5.89,281.44,8.17,282.19,96.21,0.06,59.12
2001,11,14,12.01,2.8,19.45,6.83,12.43,4.11,252.06,6.5,252.62,96.37,0.0,57.38
2001,11,15,12.32,0.15,20.01,6.36,11.17,3.49,183.38,4.82,183.44,96.95,0.0,46.81
2001,11,16,14.66,10.98,21.16,8.96,14.43,3.3,71.69,4.95,73.0,97.61,1.97,80.12
2001,11,17,16.68,14.55,21.65,13.37,17.07,3.95,102.69,5.88,103.44,97.71,1.78,86.0
2001,11,18,17.35,12.47,23.65,13.77,17.37,3.34,172.12,4.93,172.81,97.22,0.19,75.19
2001,11,19,16.01,9.15,23.49,10.03,16.22,3.37,280.44,5.45,281.06,96.93,0.02,67.75
2001,11,20,13.25,6.37,18.51,9.82,13.71,4.16,218.5,6.36,217.88,97.24,0.02,66.31
2001,11,21,12.3,7.22,17.43,7.62,12.83,2.52,168.81,4.02,169.44,97.84,0.04,72.94
2001,11,22,14.29,11.1,20.59,9.94,14.36,2.71,142.5,3.84,142.88,97.47,0.05,82.75
2001,11,23,13.12,8.76,18.86,9.08,12.81,5.4,330.31,7.91,330.44,96.82,0.04,76.31
2001,11,24,10.55,5.54,15.69,6.98,10.59,4.12,199.62,6.11,199.31,97.14,0.26,73.25
2001,11,25,9.92,4.39,17.18,4.37,9.7,2.41,233.44,3.48,232.31,97.0,0.05,71.75
2001,11,26,10.56,5.85,16.48,5.65,10.67,2.73,191.25,4.31,190.44,96.8,0.05,75.0
2001,11,27,11.23,3.4,19.33,5.53,10.91,3.73,270.25,5.81,270.56,96.87,0.0,64.44
2001,11,28,11.8,4.59,18.39,7.61,12.08,4.16,320.81,6.49,320.44,97.15,0.26,63.31
2001,11,29,9.75,4.4,15.95,5.62,9.78,5.6,321.31,8.41,321.5,97.37,0.36,72.31
2001,11,30,9.59,5.27,15.73,5.82,9.59,4.62,316.75,7.31,317.0,97.34,0.44,76.94
2001,12,1,11.48,7.24,18.57,6.76,11.43,4.66,321.69,7.29,321.88,97.14,0.02,77.62
2001,12,2,11.73,8.19,18.42,6.9,12.14,2.61,212.19,4.55,238.38,97.27,0.02,80.62
2001,12,3,12.68,6.57,20.12,8.19,12.02,1.83,204.81,2.83,204.62,97.44,0.04,70.19
2001,12,4,12.31,7.22,18.87,7.92,11.95,1.67,225.19,2.35,237.5,97.74,0.13,74.0
2001,12,5,11.71,7.45,19.22,6.97,11.69,4.48,323.56,6.97,323.56,97.77,0.01,77.94
2001,12,6,11.82,7.43,19.34,7.4,11.55,4.62,323.62,7.2,323.88,97.54,0.02,77.94
2001,12,7,11.44,7.77,17.2,6.91,11.26,4.94,181.38,7.3,181.62,97.07,0.4,78.25
2001,12,8,8.76,4.69,13.03,5.08,8.82,4.75,179.31,7.14,179.5,97.21,0.38,78.19
2001,12,9,7.44,4.09,12.53,4.08,7.46,4.43,110.56,6.97,110.81,97.47,0.58,81.38
2001,12,10,7.12,2.44,13.74,2.37,7.08,3.34,313.19,5.48,313.75,97.73,0.09,75.19
2001,12,11,6.04,0.88,13.37,1.6,5.94,3.62,331.0,5.81,330.81,97.62,0.04,73.69
2001,12,12,4.25,0.93,8.93,0.58,3.67,2.98,306.19,4.65,306.5,97.03,0.51,80.44
2001,12,13,5.64,-0.87,13.33,0.33,5.43,3.33,287.19,5.83,287.62,96.84,0.0,67.0
2001,12,14,6.91,-2.82,15.49,1.51,6.43,5.27,263.5,8.52,264.0,96.78,0.0,52.38
2001,12,15,10.29,3.19,18.74,4.3,9.86,4.88,252.06,7.98,252.62,96.91,0.0,63.25
2001,12,16,10.94,2.63,18.24,7.18,10.67,6.02,280.12,8.97,280.19,96.47,0.25,59.31
2001,12,17,6.31,0.61,10.83,2.2,6.2,6.16,285.62,9.17,241.0,97.13,0.38,70.56
2001,12,18,3.66,-0.73,8.88,-0.1,3.67,4.75,151.5,7.17,152.0,97.68,0.01,75.75
2001,12,19,4.01,1.26,9.41,-0.57,4.12,3.21,104.12,5.16,105.0,97.77,5.13,82.19
2001,12,20,4.8,3.69,8.47,2.6,4.87,3.18,142.19,4.47,143.75,97.21,3.24,92.62
2001,12,21,6.48,2.47,12.15,2.14,6.01,3.87,319.31,5.44,319.31,97.2,0.11,77.62
2001,12,22,7.55,1.84,14.69,3.36,7.23,4.84,251.44,7.09,252.06,97.03,0.02,69.06
2001,12,23,8.97,2.51,15.96,4.19,8.76,7.68,243.06,10.26,243.44,96.42,0.0,66.06
2001,12,24,12.03,4.81,21.07,7.25,11.81,6.9,283.31,9.45,283.62,96.16,3.29,63.12
2001,12,25,6.77,4.35,9.0,5.44,6.91,2.6,152.44,3.87,152.38,96.72,4.14,84.69
2001,12,26,6.99,2.9,12.08,3.71,7.15,2.91,301.88,4.37,301.25,96.48,1.0,77.12
2001,12,27,6.19,2.06,12.54,2.69,5.84,5.06,309.88,8.18,310.12,96.9,0.32,77.75
2001,12,28,5.73,2.47,12.54,1.3,5.08,4.36,317.38,6.61,317.75,97.63,0.17,80.69
2001,12,29,6.09,-2.03,13.9,1.26,5.51,6.19,261.5,8.75,262.12,97.49,0.0,58.69
2001,12,30,8.87,-2.27,19.93,2.08,8.0,5.4,260.0,7.84,260.62,96.92,0.0,51.12
2001,12,31,13.15,-1.59,23.06,6.65,11.84,4.12,278.44,6.73,279.44,96.91,0.02,38.5
2002,1,1,9.73,4.54,14.87,5.46,9.8,5.13,119.75,7.41,104.56,97.74,0.11,72.31
2002,1,2,7.24,3.86,11.51,2.16,7.58,3.91,95.69,5.78,96.38,98.19,1.11,81.38
2002,1,3,10.87,5.55,18.33,6.19,10.55,4.23,206.44,5.99,208.38,97.32,0.16,74.31
2002,1,4,7.05,2.25,10.48,1.17,7.32,5.27,42.69,7.17,42.62,97.65,1.58,73.56
2002,1,5,3.43,-2.14,9.06,-1.18,3.12,3.34,37.19,5.1,37.56,98.2,0.0,69.5
2002,1,6,3.62,-4.56,10.07,-1.85,2.47,1.96,242.0,2.81,240.75,98.15,0.0,58.81
2002,1,7,2.91,-4.95,10.51,-1.97,2.03,4.07,254.25,6.19,254.5,97.84,0.0,58.94
2002,1,8,5.19,-2.08,12.35,-1.07,3.33,2.86,210.62,4.15,210.75,97.98,0.0,61.62
2002,1,9,7.17,1.3,14.48,2.52,4.6,2.1,200.25,2.88,186.38,98.42,0.0,69.06
2002,1,10,7.16,2.29,14.98,3.12,7.03,3.46,224.88,5.3,224.62,98.48,0.0,73.25
2002,1,11,8.45,-0.79,17.27,2.9,7.55,3.2,251.44,5.24,252.25,98.26,0.0,54.88
2002,1,12,7.67,1.67,13.84,2.17,7.09,3.01,46.69,4.68,47.19,98.19,0.18,68.12
2002,1,13,7.33,2.72,13.71,2.98,6.71,3.31,284.25,4.98,284.12,98.11,0.31,75.0
2002,1,14,7.34,-0.37,15.38,1.44,6.34,4.23,263.44,6.32,264.25,97.48,0.12,61.75
2002,1,15,7.13,4.21,13.74,3.44,6.84,4.28,324.88,6.69,325.06,97.21,1.1,82.44
2002,1,16,7.51,3.08,13.51,3.12,7.11,4.56,268.62,6.82,269.06,97.02,1.53,76.25
